Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Date of Challenge/Removal,Ban Status,Initiating Action,bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
The Lovely Bones,"Sebold, Alice",,,,,Texas,Fort Bend Independent School District,April 2024,Banned by restriction,"Formal Challenge, Administration",15806,The Lovely Bones,Alice Sebold,3.81,0316168815,9780316168816,en-US,328,5945,735,4/20/2004,Back Bay Books
The Lovely Bones,"Sebold, Alice",,,,,Texas,Fort Worth Independent School District,August 2023,Banned,Administration,15806,The Lovely Bones,Alice Sebold,3.81,0316168815,9780316168816,en-US,328,5945,735,4/20/2004,Back Bay Books
The Lovely Bones,"Sebold, Alice",,,,,Texas,Plano Independent School District,October 2023,Banned,Informal Challenge,15806,The Lovely Bones,Alice Sebold,3.81,0316168815,9780316168816,en-US,328,5945,735,4/20/2004,Back Bay Books
The Lovely Bones,"Sebold, Alice",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration",15806,The Lovely Bones,Alice Sebold,3.81,0316168815,9780316168816,en-US,328,5945,735,4/20/2004,Back Bay Books
Naked,"Sedaris, David",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,44621,Naked,David Sedaris/Amy Sedaris,4.09,1586212230,9781586212230,en-US,3,308,62,10/1/2001,Grand Central Publishing
Peony in Love,"See, Lisa",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,24472,Peony in Love,Lisa See,3.60,140006466X,9781400064663,eng,273,37411,3719,6/26/2007,Random House
The Thirteenth Tale,"Setterfield, Diane",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration",40440,The Thirteenth Tale,Diane Setterfield,3.96,0743298020,9780743298025,eng,406,239809,18865,9/12/2006,Atria Books
Romeo and Juliet,"Shakespeare, William",,,,,Texas,Keller Independent School District,August 2023,Banned pending investigation,Formal Challenge,33198,Romeo and Juliet,William Shakespeare/René Weis,3.74,1903436915,9781903436912,eng,350,219,13,7/15/2012,Bloomsbury Arden Shakespeare
Nothing Lasts Forever,"Sheldon, Sidney",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,43325,Nothing Lasts Forever,Sidney Sheldon,3.84,0446354732,9780446354738,eng,384,26040,614,9/1/1995,Grand Central
The Stone Diaries,"Shields, Carol",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,11801,The Stone Diaries,Carol Shields,3.87,0143036394,9780143036395,en-US,384,397,40,8/30/2005,Penguin Essential Editions
Embrace,"Shirvington, Jessica",,,,The Violet Eden Chapters,Texas,Plano Independent School District,October 2023,Banned,Formal Challenge,9501,Embrace,Mark Behr,3.80,0349113009,9780349113005,eng,726,72,5,2/1/2001,Little  Brown Book Group
A Thousand Acres,"Smiley, Jane",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,41193,A Thousand Acres,Jane Smiley,3.81,1400033837,9781400033836,eng,371,53322,2358,12/2/2003,Anchor
A Thousand Acres,"Smiley, Jane",,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,41193,A Thousand Acres,Jane Smiley,3.81,1400033837,9781400033836,eng,371,53322,2358,12/2/2003,Anchor
A Thousand Acres,"Smiley, Jane",,,,,Iowa,Shenandoah Community School District,June 2024,Banned,Administration,41193,A Thousand Acres,Jane Smiley,3.81,1400033837,9781400033836,eng,371,53322,2358,12/2/2003,Anchor
A Tree Grows in Brooklyn,"Smith, Betty",,,,,Florida,Clay County School District,January 2024,Banned by restriction,Formal Challenge,14891,A Tree Grows in Brooklyn,Betty  Smith,4.26,0061120073,9780061120077,eng,496,345283,16114,5/30/2006,HarperCollins Publishers
A Tree Grows in Brooklyn,"Smith, Betty",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,14891,A Tree Grows in Brooklyn,Betty  Smith,4.26,0061120073,9780061120077,eng,496,345283,16114,5/30/2006,HarperCollins Publishers
A Tree Grows in Brooklyn,"Smith, Betty",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration",14891,A Tree Grows in Brooklyn,Betty  Smith,4.26,0061120073,9780061120077,eng,496,345283,16114,5/30/2006,HarperCollins Publishers
Joy in the Morning,"Smith, Betty",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,16414,Joy in the Morning,P.G. Wodehouse/Chris Miller,4.34,0563557354,9780563557357,eng,2,49,7,4/6/1998,BBC Audiobooks
Joy in the Morning,"Smith, Betty",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,16414,Joy in the Morning,P.G. Wodehouse/Chris Miller,4.34,0563557354,9780563557357,eng,2,49,7,4/6/1998,BBC Audiobooks
Dear John,"Sparks, Nicholas",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,5526,Dear John,Nicholas Sparks,4.03,0446528056,9780446528054,eng,276,502726,9645,10/30/2006,Warner Books (NY)
Message in a Bottle,"Sparks, Nicholas",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,3478,Message in a Bottle,Nicholas Sparks,3.96,0446676071,9780446676076,eng,342,201488,3496,12/1/1999,Warner Books
Message in a Bottle,"Sparks, Nicholas",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,3478,Message in a Bottle,Nicholas Sparks,3.96,0446676071,9780446676076,eng,342,201488,3496,12/1/1999,Warner Books
Nights in Rodanthe,"Sparks, Nicholas",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,3469,Nights in Rodanthe,Nicholas Sparks,3.84,0446691798,9780446691796,en-US,212,1596,157,8/1/2004,Warner Books
The Guardian,"Sparks, Nicholas",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,15925,The Guardian,Nicholas Sparks,4.15,0446696110,9780446696111,eng,400,148042,4193,4/1/2005,Grand Central Publishing
The Rescue,"Sparks, Nicholas",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,3462,The Rescue,Nicholas Sparks,4.11,0446696129,9780446696128,eng,352,154933,3141,4/1/2005,Grand Central Publishing
The Rescue,"Sparks, Nicholas",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,3462,The Rescue,Nicholas Sparks,4.11,0446696129,9780446696128,eng,352,154933,3141,4/1/2005,Grand Central Publishing
True Believer,"Sparks, Nicholas",,,,Jeremy Marsh and Lexie Darnell,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,15956,True Believer,Nicholas Sparks,3.80,0446532436,9780446532433,en-US,322,896,77,7/1/2009,Warner Books
Marilyn Monroe: The Biography,"Spoto, Donald",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,13122,Marilyn Monroe: The Biography,Donald Spoto,4.03,0815411839,9780815411833,eng,752,1396,99,7/17/2001,Cooper Square Publishers
Lightning,"Steel, Danielle",,,,,Iowa,WACO Community School District,June 2024,Banned,Administration,32424,Lightning,Dean Koontz,4.06,0425192032,9780425192030,eng,384,49312,1644,9/2/2003,Berkley
East of Eden,"Steinbeck, John",,,,,Florida,Brevard Public Schools,August 2023,Banned,Formal Challenge,33608,East of Eden,John Steinbeck,4.37,0613996984,9780613996983,eng,602,35,1,10/1/1992,Turtleback Books
East of Eden,"Steinbeck, John",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,33608,East of Eden,John Steinbeck,4.37,0613996984,9780613996983,eng,602,35,1,10/1/1992,Turtleback Books
Of Mice and Men,"Steinbeck, John",,,,,Iowa,Spencer Community School District,June 2024,Banned pending investigation,Administration,890,Of Mice and Men,John Steinbeck,3.87,0142000671,9780142000670,eng,103,1755253,25554,1/8/2002,Penguin Books
The Grapes of Wrath,"Steinbeck, John",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration",4399,The Grapes of Wrath,John Steinbeck,3.96,0582461537,9780582461536,eng,597,37,8,3/1/2001,Longman Schools Division (a Pearson Education Company)
The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Stone, Irving",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,40473,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,4.07,0451213238,9780451213235,en-US,776,917,130,9/7/2004,NAL
Rosencrantz and Guildenstern Are Dead,"Stoppard, Tom",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,18545,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.06,0802132758,9780802132758,eng,126,73863,1618,1/21/1994,Grove Press
Lost Boy Lost Girl,"Straub, Peter",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,19578,Lost Boy Lost Girl,Peter Straub,3.48,0449149919,9780449149911,eng,368,4017,296,9/28/2004,Ballantine Books
Perfume: The Story of a Murderer,"Süskind, Patrick",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2895,Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,0307277763,9780307277763,eng,255,1124,191,2/13/2001,Vintage International
Cane River,"Tademy, Lalita",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,5167,Cane River,Lalita Tademy,4.06,0446678457,9780446678452,eng,522,42695,1845,4/1/2002,Grand Central Publishing
The Kitchen God's Wife,"Tan, Amy",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,12557,The Kitchen God's Wife,Amy Tan,4.01,0143038109,9780143038108,en-US,416,66503,1661,9/21/2006,Penguin Books
Vanity Fair,"Thackeray, William Makepeace",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration",5800,Vanity Fair,William Makepeace Thackeray,3.79,0140620850,9780140620856,eng,672,296,34,10/3/1998,Penguin Books
Blankets,"Thompson, Craig",,,,,Florida,Orange County Public Schools,September 2023,Banned,Formal Challenge,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Florida,Sarasota County Schools,December 2023,Banned,Administration,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Florida,School District of Manatee County,September 2023,Banned,Formal Challenge,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Florida,Seminole County Public Schools,November 2023,Banned,Administration,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Georgia,Cobb County School District,April 2024,Banned,Administration,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Georgia,Fulton County Schools,September 2023,Banned,Administration,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Georgia,Marietta City Schools,December 2023,Banned,Administration,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Iowa,South Tama County Community School District,December 2023,Banned,Administration,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Iowa,Waverly-Shell Rock Community School District,October 2023,Banned,Administration,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Maryland,Caroll County School District,August 2023,Banned pending investigation,Formal Challenge,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Texas,Fort Worth Independent School District,August 2023,Banned pending investigation,Administration,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Texas,Plano Independent School District,October 2023,Banned,Formal Challenge,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Utah,Granite School District,July 2023,Banned,Formal Challenge,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Utah,Washington County Schools,August 2023,Banned,Administration,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration",25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Blankets,"Thompson, Craig",,,,,Wyoming,Natrona County Schools,September 2023,Banned by restriction,Administration,25179,Blankets,Craig Thompson,4.05,1891830430,9781891830433,eng,592,86159,5727,8/18/2003,Top Shelf Productions
Anna Karenina,"Tolstoy, Leo",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,14313,Anna Karenina,Leo Tolstoy/Constance Garnett,4.05,0809596814,9780809596812,eng,740,28,7,1/1/2004,Wildside Press
Anna Karenina,"Tolstoy, Leo",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration",14313,Anna Karenina,Leo Tolstoy/Constance Garnett,4.05,0809596814,9780809596812,eng,740,28,7,1/1/2004,Wildside Press
The Testament,"Van Lustbader, Eric",,,,The Testament Series,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,5348,The Testament,John Grisham/Jorma-Veikko Sappinen,3.86,0440234743,9780440234746,eng,535,89014,2361,12/28/1999,Island
The List,"Vivian, Siobhan",,,,,Iowa,Highland Community School District,October 2023,Banned,Administration,2430,The List,Steve Martini,3.96,0515121495,9780515121490,eng,451,12534,141,12/1/1997,Jove
The List,"Vivian, Siobhan",,,,,Iowa,Shenandoah Community School District,June 2024,Banned,Administration,2430,The List,Steve Martini,3.96,0515121495,9780515121490,eng,451,12534,141,12/1/1997,Jove
It's Kind of a Funny Story,"Vizzini, Ned",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,19475,It's Kind of a Funny Story,Ned Vizzini,4.13,0786851961,9780786851966,eng,444,704,111,4/1/2006,Disney-Hyperion
Candide,Voltaire,,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,24613,Candide,Voltaire/Mona Mulhair,3.77,0743280547,9780743280549,fre,286,3,1,10/1/2005,Kaplan
Breakfast of Champions,"Vonnegut Jr., Kurt",,,,,Maine,Hermon School Department,August 2023,Banned by restriction,Administration,15735,Breakfast of Champions,Robert Egan/Kurt Vonnegut Jr.,4.00,0573605734,9780573605734,eng,106,17,0,4/7/2017,Samuel French  Inc.
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Alaska,Matanuska-Susitna Borough School District,September 2023,Banned pending investigation,Formal Challenge,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Florida,Alachua County Public Schools,March 2024,Banned pending investigation,Formal Challenge,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Florida,Bay District Schools,April 2024,Banned,Formal Challenge,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Florida,Charlotte County Public Schools,August 2023,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Florida,Duval County Public Schools,December 2023,Banned pending investigation,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Florida,Lee County Schools,September 2023,Banned by restriction,Formal Challenge,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Florida,Orange County Public Schools,February 2024,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Florida,Polk County Public Schools,June 2024,Banned pending investigation,Formal Challenge,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Florida,Union County School District,August 2023,Banned pending investigation,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Bondurant-Farrar Community School District,March 2024,Banned pending investigation,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Boone Community School District,June 2024,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Clear Lake Community School District,June 2024,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,East Union Community School District,June 2024,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Forest City Community School District,October 2023,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Linn-Mar Community School District,June 2024,Banned pending investigation,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Martensdale-St. Marys Community School District,October 2023,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Nevada Community School District,October 2023,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Ridge View Community School District,June 2024,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Shenandoah Community School District,June 2024,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Sigourney Community School District,October 2023,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Union Community School District,June 2024,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Waverly-Shell Rock Community School District,October 2023,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,West Des Moines Community Schools,October 2023,Banned pending investigation,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Maine,Hermon School Department,August 2023,Banned by restriction,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Maryland,Caroll County School District,August 2023,Banned by restriction,Formal Challenge,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Missouri,Cameron R-1 School District,June 2024,Banned by restriction,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,South Carolina,Spartanburg County School District One,February 2024,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Texas,Conroe Independent School District,October 2023,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Texas,Fort Worth Independent School District,August 2023,Banned pending investigation,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Texas,Plano Independent School District,October 2023,Banned,Informal Challenge,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Utah,Davis School District,October 2023,Banned,Formal Challenge,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Virginia,Hanover County Public Schools,August 2023,Banned,Administration,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,,Wisconsin,Menomonee Falls Schools,October 2023,Banned,Formal Challenge,4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press
Timequake,"Vonnegut Jr., Kurt",,,,,Maine,Hermon School Department,August 2023,Banned by restriction,Administration,34087,Timequake,Kurt Vonnegut Jr.,3.72,0224036408,9780224036405,eng,219,75,7,10/17/1997,Jonathan Cape
The Color Purple,"Walker, Alice",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,11486,The Color Purple,Alice Walker,4.20,0671727796,9780671727796,eng,295,445206,9643,4/1/2004,Pocket
The Color Purple,"Walker, Alice",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,11486,The Color Purple,Alice Walker,4.20,0671727796,9780671727796,eng,295,445206,9643,4/1/2004,Pocket
The Color Purple,"Walker, Alice",,,,,Florida,Martin County Schools,April 2024,Banned by restriction,Formal Challenge,11486,The Color Purple,Alice Walker,4.20,0671727796,9780671727796,eng,295,445206,9643,4/1/2004,Pocket
The Color Purple,"Walker, Alice",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,11486,The Color Purple,Alice Walker,4.20,0671727796,9780671727796,eng,295,445206,9643,4/1/2004,Pocket
The Color Purple,"Walker, Alice",,,,,Florida,Union County School District,August 2023,Banned pending investigation,Administration,11486,The Color Purple,Alice Walker,4.20,0671727796,9780671727796,eng,295,445206,9643,4/1/2004,Pocket
The Color Purple,"Walker, Alice",,,,,Iowa,Adel DeSoto Minburn Community School District,June 2024,Banned,Administration,11486,The Color Purple,Alice Walker,4.20,0671727796,9780671727796,eng,295,445206,9643,4/1/2004,Pocket
The Color Purple,"Walker, Alice",,,,,Iowa,Albia Community School District,June 2024,Banned,Administration,11486,The Color Purple,Alice Walker,4.20,0671727796,9780671727796,eng,295,445206,9643,4/1/2004,Pocket
The Color Purple,"Walker, Alice",,,,,Iowa,Ankeny Community School District,June 2024,Banned pending investigation,Administration,11486,The Color Purple,Alice Walker,4.20,0671727796,9780671727796,eng,295,445206,9643,4/1/2004,Pocket
The Color Purple,"Walker, Alice",,,,,Iowa,Bondurant-Farrar Community School District,March 2024,Banned pending investigation,Administration,11486,The Color Purple,Alice Walker,4.20,0671727796,9780671727796,eng,295,445206,9643,4/1/2004,Pocket
The Color Purple,"Walker, Alice",,,,,Iowa,Boone Community School District,June 2024,Banned,Administration,11486,The Color Purple,Alice Walker,4.20,0671727796,9780671727796,eng,295,445206,9643,4/1/2004,Pocket
The Color Purple,"Walker, Alice",,,,,Iowa,Cardinal Community School District,June 2024,Banned,Administration,11486,The Color Purple,Alice Walker,4.20,0671727796,9780671727796,eng,295,445206,9643,4/1/2004,Pocket
